fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,success,country,pricing
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,0.10099999999999999,45.0,Italy,Medium
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,0.095,67.0,Italy,Budget
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,0.094,60.0,Spain,Medium
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,0.096,49.0,Italy,Medium
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,0.09699999999999999,47.0,Italy,Medium
8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.9990000000000001,3.37,0.49,0.099,59.0,Italy,Budget
7.0,0.78,0.08,2.0,0.09300000000000001,10.0,19.0,0.9956,3.4,0.47,0.1,54.0,Spain,Medium
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,0.105,50.0,Spain,Medium
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,0.11599999999999999,56.0,Spain,Medium
9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,0.1,50.0,Italy,Budget
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,0.10099999999999999,45.0,Spain,Medium
8.9,0.565,0.34,3.0,0.09300000000000001,16.0,112.0,0.9998,3.38,0.61,0.095,54.0,Italy,Budget
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,0.094,48.0,Spain,Medium
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,0.094,41.0,Italy,Medium
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,0.098,60.0,Italy,Expensive
7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,0.092,40.0,Italy,Expensive
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,0.094,48.0,Spain,Budget
7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,0.1,57.0,Spain,Budget
8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,0.096,61.0,Italy,Medium
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,0.095,60.0,Italy,Budget
8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,0.096,41.0,Spain,Expensive
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,0.092,48.0,Spain,Medium
7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,0.1,43.0,Spain,Expensive
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,0.095,55.0,Spain,Budget
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,0.11199999999999999,31.0,Italy,Budget
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,0.10400000000000001,45.0,Spain,Medium
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,0.111,75.0,Italy,Medium
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,0.095,48.0,Italy,Budget
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,0.095,49.0,Spain,Expensive
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,0.127,64.0,Italy,Expensive
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,0.096,47.0,Italy,Medium
8.9,0.875,0.13,3.45,0.08800000000000001,4.0,14.0,0.9994,3.44,0.52,0.115,41.0,Italy,Budget
7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,0.096,45.0,Spain,Budget
7.0,0.45,0.34,2.7,0.08199999999999999,16.0,72.0,0.998,3.55,0.6,0.095,41.0,Italy,Budget
7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,0.09300000000000001,59.0,Italy,Budget
7.7,0.965,0.1,2.1,0.11199999999999999,11.0,22.0,0.9963,3.26,0.5,0.095,46.0,Spain,Medium
7.7,0.965,0.1,2.1,0.11199999999999999,11.0,22.0,0.9963,3.26,0.5,0.095,46.0,Spain,Medium
8.2,0.59,0.0,2.5,0.09300000000000001,19.0,58.0,1.0002,3.5,0.65,0.09300000000000001,65.0,Italy,Expensive
9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,0.092,50.0,Italy,Medium
9.0,0.69,0.0,2.4,0.08800000000000001,19.0,38.0,0.9990000000000001,3.35,0.6,0.09300000000000001,42.0,Spain,Expensive
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,0.115,63.0,Italy,Medium
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.9978799999999999,3.21,0.57,0.095,52.0,Italy,Budget
6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,0.092,51.0,Spain,Medium
11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,0.1,70.0,Italy,Medium
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,0.095,71.0,Italy,Medium
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.9976799999999999,3.52,0.73,0.095,69.0,Italy,Medium
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,0.09,58.0,Italy,Medium
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,0.094,51.0,Spain,Budget
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,0.096,62.0,Italy,Expensive
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.9976799999999999,3.52,0.73,0.095,63.0,Italy,Budget
8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,0.095,55.0,Italy,Medium
8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,0.095,61.0,Italy,Budget
7.6,0.54,0.13,2.5,0.09699999999999999,24.0,66.0,0.99785,3.39,0.61,0.094,41.0,Italy,Medium
8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,0.095,51.0,Italy,Budget
7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,0.091,52.0,Spain,Expensive
7.8,0.91,0.07,1.9,0.057999999999999996,22.0,47.0,0.99525,3.51,0.43,0.107,47.0,Spain,Medium
6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.9948799999999999,3.6,0.46,0.11199999999999999,66.0,Italy,Budget
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,0.098,55.0,Italy,Expensive
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,0.098,32.0,Spain,Budget
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,0.092,40.0,Italy,Medium
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,0.09699999999999999,41.0,Spain,Budget
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.9973799999999999,3.25,0.42,0.096,48.0,Italy,Budget
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.9970100000000001,3.31,0.53,0.1,69.0,Italy,Budget
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.9973799999999999,3.25,0.42,0.096,69.0,Spain,Budget
9.1,0.68,0.11,2.8,0.09300000000000001,11.0,44.0,0.9988799999999999,3.31,0.55,0.095,45.0,Italy,Expensive
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.9988799999999999,3.31,0.54,0.095,74.0,Spain,Medium
8.8,0.59,0.18,2.9,0.08900000000000001,12.0,74.0,0.9973799999999999,3.14,0.54,0.094,35.0,Spain,Budget
7.5,0.6,0.32,2.7,0.10300000000000001,13.0,98.0,0.9993799999999999,3.45,0.62,0.095,60.0,Italy,Medium
7.1,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,0.99744,3.55,0.53,0.09699999999999999,76.0,Italy,Medium
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.9966799999999999,3.39,0.54,0.096,45.0,Spain,Budget
7.1,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,0.99744,3.55,0.53,0.09699999999999999,58.0,Italy,Budget
9.4,0.685,0.26,2.4,0.08199999999999999,23.0,143.0,0.9978,3.28,0.55,0.094,47.0,Spain,Expensive
9.5,0.57,0.27,2.3,0.08199999999999999,23.0,144.0,0.99782,3.27,0.55,0.094,51.0,Spain,Medium
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,0.095,64.0,Italy,Medium
7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.9972700000000001,3.31,0.91,0.095,64.0,Italy,Medium
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.9958600000000001,3.43,0.46,0.1,59.0,Italy,Medium
6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.9961200000000001,3.4,0.6,0.10300000000000001,54.0,Spain,Medium
6.9,0.635,0.17,2.4,0.24100000000000002,6.0,18.0,0.9961,3.4,0.59,0.10300000000000001,55.0,Spain,Medium
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.9978799999999999,3.36,0.61,0.105,52.0,Spain,Medium
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,0.098,54.0,Spain,Budget
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.9967600000000001,3.31,0.6,0.094,57.0,Spain,Expensive
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.9973200000000001,3.66,0.65,0.098,60.0,Italy,Medium
9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.9981399999999999,3.36,0.53,0.1,44.0,Spain,Budget
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.9973200000000001,3.66,0.65,0.098,53.0,Spain,Budget
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,0.098,42.0,Spain,Budget
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,0.095,49.0,Italy,Expensive
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,0.095,61.0,Italy,Expensive
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,0.10099999999999999,63.0,Italy,Budget
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,0.10099999999999999,50.0,Italy,Expensive
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,0.09300000000000001,47.0,Italy,Budget
7.4,0.37,0.43,2.6,0.08199999999999999,18.0,82.0,0.99708,3.33,0.68,0.09699999999999999,49.0,Spain,Budget
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,0.096,49.0,Italy,Expensive
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,0.09699999999999999,58.0,Italy,Budget
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,0.10800000000000001,38.0,Spain,Medium
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,0.125,85.0,Italy,Medium
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.9978600000000001,2.99,1.18,0.102,72.0,Italy,Medium
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,0.096,36.0,Spain,Expensive
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,0.10800000000000001,80.0,Spain,Budget
9.4,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,0.9987,3.29,0.52,0.107,57.0,Italy,Budget
9.4,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,0.9987,3.29,0.52,0.107,69.0,Italy,Budget
7.2,0.61,0.08,4.0,0.08199999999999999,26.0,108.0,0.99641,3.25,0.51,0.094,51.0,Italy,Budget
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,0.1,65.0,Italy,Budget
5.1,0.585,0.0,1.7,0.044000000000000004,14.0,86.0,0.99264,3.56,0.94,0.129,86.0,Italy,Medium
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,0.096,75.0,Spain,Medium
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,0.099,79.0,Spain,Medium
8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,0.128,84.0,Italy,Expensive
8.4,0.25,0.39,2.0,0.040999999999999995,4.0,10.0,0.9938600000000001,3.27,0.71,0.125,62.0,Italy,Medium
8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,0.128,88.0,Italy,Budget
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,0.092,44.0,Italy,Budget
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.9969299999999999,3.22,0.55,0.10300000000000001,44.0,Spain,Expensive
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.9956200000000001,3.3,0.47,0.105,55.0,Spain,Medium
12.9,0.5,0.55,2.8,0.07200000000000001,7.0,24.0,1.0001200000000001,3.09,0.68,0.109,41.0,Spain,Budget
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,0.10800000000000001,54.0,Spain,Medium
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.9946200000000001,3.44,0.58,0.114,40.0,Spain,Medium
12.6,0.41,0.54,2.8,0.10300000000000001,19.0,41.0,0.99939,3.21,0.76,0.113,66.0,Italy,Budget
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,0.10800000000000001,31.0,Spain,Expensive
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,0.105,64.0,Italy,Budget
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,0.11900000000000001,60.0,Italy,Expensive
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.9963200000000001,3.29,0.45,0.094,58.0,Italy,Medium
9.1,0.66,0.15,3.2,0.09699999999999999,9.0,59.0,0.99976,3.28,0.54,0.096,44.0,Spain,Expensive
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.9960600000000001,3.34,0.6,0.09699999999999999,60.0,Italy,Budget
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,0.14,84.0,Italy,Medium
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,0.098,49.0,Spain,Medium
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,0.098,52.0,Spain,Medium
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,0.10300000000000001,55.0,Spain,Budget
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,0.107,72.0,Italy,Medium
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,0.11,78.0,Italy,Budget
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,0.107,60.0,Italy,Budget
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.9941700000000001,3.46,0.74,0.127,85.0,Italy,Budget
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.9937600000000001,3.56,0.77,0.111,49.0,Spain,Medium
7.5,0.685,0.07,2.5,0.057999999999999996,5.0,9.0,0.9963200000000001,3.38,0.55,0.109,29.0,Italy,Medium
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.9937600000000001,3.56,0.77,0.111,73.0,Italy,Expensive
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.9983200000000001,3.38,0.86,0.099,21.0,Italy,Budget
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,0.099,32.0,Italy,Expensive
8.8,0.685,0.26,1.6,0.08800000000000001,16.0,23.0,0.9969399999999999,3.32,0.47,0.094,76.0,Italy,Medium
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,0.09300000000000001,36.0,Italy,Budget
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,0.11699999999999999,80.0,Spain,Budget
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,0.11699999999999999,58.0,Italy,Expensive
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,0.11199999999999999,76.0,Italy,Medium
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.9964700000000001,3.46,0.47,0.1,52.0,Spain,Budget
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,0.121,88.0,Italy,Medium
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,0.10300000000000001,66.0,Spain,Expensive
10.6,0.5,0.45,2.6,0.11900000000000001,34.0,68.0,0.99708,3.23,0.72,0.109,74.0,Italy,Budget
7.1,0.685,0.35,2.0,0.08800000000000001,9.0,92.0,0.9963,3.28,0.62,0.094,45.0,Spain,Medium
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,0.106,51.0,Spain,Expensive
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,0.098,44.0,Spain,Budget
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,0.098,43.0,Italy,Budget
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,0.099,55.0,Spain,Expensive
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,0.098,47.0,Italy,Budget
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.9968899999999999,3.58,0.66,0.098,40.0,Italy,Budget
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,0.095,45.0,Italy,Expensive
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,0.095,42.0,Italy,Budget
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.9980100000000001,3.22,1.07,0.09699999999999999,37.0,Italy,Medium
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.9965200000000001,3.47,0.73,0.109,60.0,Italy,Budget
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.9965200000000001,3.47,0.73,0.109,46.0,Spain,Medium
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.9953799999999999,3.51,0.71,0.11699999999999999,82.0,Italy,Expensive
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.9965200000000001,3.47,0.73,0.109,42.0,Italy,Budget
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.9959399999999999,3.4,0.78,0.113,71.0,Italy,Budget
11.7,0.28,0.47,1.7,0.054000000000000006,17.0,32.0,0.9968600000000001,3.15,0.67,0.106,80.0,Italy,Budget
6.8,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,0.9943799999999999,3.4,0.82,0.11199999999999999,76.0,Italy,Medium
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,0.095,41.0,Spain,Budget
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.9935700000000001,3.66,0.6,0.115,79.0,Italy,Expensive
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.9962799999999999,3.24,0.44,0.10400000000000001,50.0,Spain,Budget
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,0.09699999999999999,49.0,Spain,Medium
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,0.095,41.0,Italy,Medium
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.9974799999999999,3.51,0.54,0.09699999999999999,45.0,Spain,Medium
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.9943799999999999,3.41,0.83,0.113,66.0,Italy,Medium
6.9,0.51,0.23,2.0,0.07200000000000001,13.0,22.0,0.9943799999999999,3.4,0.84,0.11199999999999999,60.0,Italy,Budget
6.8,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,0.9943799999999999,3.4,0.82,0.11199999999999999,56.0,Spain,Expensive
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.9957799999999999,3.44,0.64,0.109,69.0,Spain,Medium
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,0.11800000000000001,65.0,Italy,Budget
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.9952200000000001,3.53,0.57,0.106,56.0,Italy,Medium
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.9957600000000001,3.43,0.54,0.1,24.0,Spain,Budget
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.9955200000000001,3.23,0.58,0.111,58.0,Italy,Expensive
10.4,0.38,0.46,2.1,0.10400000000000001,6.0,10.0,0.99664,3.12,0.65,0.11800000000000001,65.0,Italy,Expensive
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.9961399999999999,3.31,0.79,0.11800000000000001,55.0,Italy,Medium
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.9951700000000001,3.4,0.58,0.109,41.0,Italy,Medium
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,0.11800000000000001,49.0,Spain,Expensive
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,0.1,74.0,Italy,Budget
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,0.095,54.0,Italy,Medium
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.9957600000000001,3.15,0.49,0.099,70.0,Italy,Budget
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.9953299999999999,3.48,0.65,0.114,38.0,Italy,Budget
8.4,0.31,0.29,3.1,0.19399999999999998,14.0,26.0,0.99536,3.22,0.78,0.12,49.0,Spain,Budget
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,0.095,70.0,Italy,Medium
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,0.1,54.0,Spain,Medium
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,0.105,33.0,Spain,Budget
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,0.10400000000000001,54.0,Italy,Expensive
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,0.121,69.0,Spain,Medium
6.8,0.57,0.0,2.5,0.07200000000000001,32.0,64.0,0.9949100000000001,3.43,0.56,0.11199999999999999,76.0,Italy,Budget
10.7,0.9,0.34,6.6,0.11199999999999999,23.0,99.0,1.00289,3.22,0.68,0.09300000000000001,58.0,Italy,Medium
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.9957600000000001,3.44,0.58,0.10099999999999999,63.0,Italy,Medium
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.9974299999999999,3.53,0.57,0.09699999999999999,53.0,Spain,Budget
10.1,0.45,0.23,1.9,0.08199999999999999,10.0,18.0,0.99774,3.22,0.65,0.09300000000000001,75.0,Italy,Budget
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.9974299999999999,3.53,0.57,0.09699999999999999,50.0,Spain,Budget
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,0.098,49.0,Italy,Expensive
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,0.107,50.0,Italy,Medium
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,0.125,88.0,Spain,Budget
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,0.107,63.0,Italy,Expensive
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,0.125,81.0,Italy,Budget
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,0.11,33.0,Spain,Expensive
8.9,0.31,0.36,2.6,0.055999999999999994,10.0,39.0,0.9956200000000001,3.4,0.69,0.11800000000000001,57.0,Italy,Budget
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,0.10800000000000001,77.0,Italy,Expensive
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,0.10800000000000001,77.0,Italy,Expensive
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,0.10800000000000001,80.0,Italy,Medium
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,0.10800000000000001,75.0,Italy,Budget
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,0.095,48.0,Spain,Expensive
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,0.11,46.0,Spain,Medium
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,0.115,72.0,Italy,Budget
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.9952799999999999,3.43,0.59,0.10800000000000001,44.0,Spain,Budget
7.3,0.305,0.39,1.2,0.059000000000000004,7.0,11.0,0.99331,3.29,0.52,0.115,52.0,Spain,Expensive
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,0.132,88.0,Italy,Medium
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.9990100000000001,3.18,0.6,0.109,68.0,Italy,Budget
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,0.122,60.0,Spain,Medium
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,0.122,83.0,Italy,Budget
7.3,0.305,0.39,1.2,0.059000000000000004,7.0,11.0,0.99331,3.29,0.52,0.115,52.0,Italy,Medium
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.9951200000000001,3.27,0.67,0.11900000000000001,53.0,Spain,Budget
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,0.11,48.0,Italy,Medium
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,0.10099999999999999,62.0,Spain,Budget
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,0.11,56.0,Italy,Budget
8.4,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,0.9950399999999999,3.38,0.89,0.11800000000000001,75.0,Italy,Expensive
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.9978600000000001,3.24,0.56,0.105,51.0,Spain,Budget
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,0.11,57.0,Italy,Budget
8.4,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,0.9950399999999999,3.38,0.89,0.11800000000000001,52.0,Italy,Medium
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,0.10099999999999999,66.0,Italy,Medium
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,0.11199999999999999,52.0,Spain,Budget
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.9960399999999999,3.47,0.87,0.11,57.0,Italy,Medium
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.9978600000000001,3.47,0.9,0.102,60.0,Italy,Medium
8.4,0.67,0.19,2.2,0.09300000000000001,11.0,75.0,0.99736,3.2,0.59,0.092,57.0,Italy,Budget
